investimento_marketing,preco_medicamento,mes,demanda
36912,225,11,12
14990,695,7,292
47851,46,6,96
17626,476,10,164
21469,714,12,265
41722,729,6,265
41037,868,8,319
8130,968,12,424
7828,126,4,27
42612,463,4,149
47988,720,12,225
40099,55,3,59
47165,616,1,198
18883,174,10,18
44059,188,3,1
19542,815,1,369
43932,291,6,43
11450,566,8,235
21423,439,3,164
3035,203,12,61
45231,630,4,216
41745,256,5,39
18241,934,7,395
24154,528,12,182
26625,460,11,141
45950,141,6,44
34066,436,2,141
34691,554,7,191
14331,394,8,138
21690,594,12,203
20183,345,1,122
40346,499,6,146
5875,169,11,33
13254,726,9,309
29621,611,7,228
11905,509,5,197
47121,846,10,283
16882,172,11,24
20041,36,10,63
30098,570,9,193
43431,864,2,338
34709,367,7,78
35675,478,9,139
5837,221,2,90
47448,442,11,88
25489,299,10,81
18627,441,6,163
6696,619,9,283
49994,484,3,127
14543,972,8,427
13615,831,5,362
2466,823,7,379
31771,374,12,62
19350,601,3,267
1375,397,8,172
34030,143,2,13
21746,99,8,29
23886,576,2,240
45348,252,7,2
43904,499,2,170
33651,173,7,6
8833,926,1,438
2893,711,6,329
31573,428,10,108
32371,50,7,70
41874,616,4,217
12826,576,11,217
35420,522,11,152
22924,390,1,138
34367,342,12,58
22199,351,6,116
26868,262,4,55
9792,571,3,253
21597,449,4,160
37405,201,6,7
33696,828,5,333
44123,492,2,141
16989,395,2,161
29931,100,3,14
10290,569,11,231
39367,887,6,347
15342,439,12,148
25941,486,1,199
14945,447,11,155
11762,76,7,5
31133,341,8,103
48080,996,7,377
41150,561,11,151
28052,514,3,181
42750,285,6,39
20953,246,4,73
41475,848,5,317
18130,978,3,448
32086,823,5,333
5633,73,6,18
18304,628,8,239
43037,980,12,370
33284,997,6,407
47546,23,9,127
8008,458,10,178
49291,329,10,47
28405,898,10,359
37386,622,10,209
26373,108,4,9
21827,339,2,127
34040,394,12,104
14007,623,9,262
19157,520,11,181
33157,681,3,255
36315,253,11,0
36932,940,7,380
22164,356,4,129
15414,590,12,219
15327,204,12,50
49344,457,1,147
1946,575,8,251
15693,199,12,41
28241,95,4,14
31254,675,11,236
16540,632,6,264
7719,912,7,422
42203,291,8,50
26081,996,10,421
12350,74,2,11
37358,720,9,262
33021,882,10,339
43832,866,3,333
29369,96,1,12
32728,315,2,85
18576,238,8,40
30001,296,10,54
18848,597,6,228
1390,667,11,303
22999,765,1,335
46436,730,11,242
12569,285,9,86
14029,972,7,432
23490,919,10,377
46875,62,11,72
36328,380,3,117
6867,247,7,86
16284,246,6,54
34979,82,3,33
10121,190,8,28
2539,982,1,496
26488,781,5,320
18027,869,8,376
9693,781,3,367
9921,326,11,101
11310,769,10,333
46512,587,11,183
31908,702,12,271
5386,939,6,451
33263,53,10,76
29412,846,11,333
18303,661,2,278
13242,149,9,22
48025,413,2,102
9947,170,5,35
47714,674,3,234
6930,649,10,261
39170,735,12,246
49785,403,9,84
1507,766,9,365
2436,36,7,7
28151,613,10,220
12618,33,5,7
9750,100,9,14
17122,226,7,35
8354,223,2,105
45062,398,10,76
31979,803,1,354
21900,563,10,201
14840,42,10,48
38167,633,4,228
6037,181,10,45
29633,629,8,238
25495,163,6,12
16848,949,2,428
37483,123,5,27
48645,401,9,64
8837,474,6,208
35069,436,6,133
8370,343,7,154
7411,190,11,24
40133,595,5,222
31499,775,3,304
31225,602,3,225
49217,293,5,33
1692,471,4,229
29926,900,5,380
35246,144,9,22
40164,402,5,111
9448,336,4,158
44390,862,4,324
11073,126,1,31
36414,679,10,240
6209,926,4,439
7533,482,12,184
22061,449,4,182
8211,723,9,334
10927,356,11,123
12927,757,4,344
25594,773,7,319
10316,515,1,228
13177,991,7,452
11846,381,2,156
8933,815,12,336
39244,451,11,93
47621,694,8,219
41696,539,1,207
3080,878,10,397
7089,425,3,174
27123,396,8,117
8797,171,10,45
9346,341,8,132
20878,626,11,226
34672,233,5,37
18653,595,5,255
43742,84,8,63
27140,912,10,371
2184,289,5,127
35493,556,9,196
45148,119,1,30
25846,124,5,24
46825,150,3,30
23195,408,3,142
6606,340,2,165
4956,457,3,203
17555,38,7,52
25849,244,8,43
19690,637,12,255
49849,585,8,162
27347,479,11,144
34189,413,8,121
39308,245,1,30
26785,931,11,374
33698,379,7,121
16966,449,2,190
32097,944,11,378
16882,34,10,46
5675,579,4,266
42850,670,5,226
14009,565,12,210
28843,951,1,399
30793,433,4,140
40516,374,4,79
39871,476,9,122
18857,741,9,294
20627,550,11,185
19565,215,10,42
27025,857,1,372
28832,134,8,6
45116,436,4,105
10782,371,4,142
39650,995,5,402
23366,94,2,14
29557,681,1,268
6798,55,5,1
10627,261,7,84
42183,682,10,227
13466,82,9,12
43614,685,12,226
13720,528,12,215
42913,207,2,25
38292,754,12,265
7559,112,8,28
41388,24,7,82
20158,457,2,190
31916,185,5,16
23057,465,7,154
36892,44,3,39
42439,527,2,172
12706,117,6,24
13070,287,10,88
41902,681,6,245
1924,412,11,171
27478,783,4,340
6506,615,1,287
47418,304,5,42
36163,703,1,275
25604,752,11,282
16310,128,11,12
9226,46,8,9
12781,777,2,340
6515,74,9,8
37133,996,9,416
17972,152,3,33
33092,71,6,59
12410,512,9,183
20522,784,7,314
10095,800,4,372
24047,317,3,103
21470,418,2,178
44129,610,10,186
9531,37,10,33
38038,837,1,330
23403,789,11,337
43674,874,10,329
30122,638,11,228
17940,928,1,416
30831,983,12,398
12279,578,4,229
39220,265,4,53
7477,522,9,224
18400,108,10,2
7470,222,1,95
3062,965,11,439
42798,259,4,30
20880,509,3,212
35581,799,9,289
45439,32,5,104
15308,668,9,283
27027,334,10,52
31720,704,6,282
36081,761,11,275
10706,217,9,60
10837,262,1,118
39599,526,4,170
37824,62,4,55
34073,349,10,72
48115,810,10,279
33088,610,6,213
29112,448,10,130
27299,810,1,357
35457,763,10,284
31063,632,5,247
4917,181,3,55
3936,675,1,317
37630,978,6,392
15506,640,3,275
29805,454,4,157
15318,252,12,58
49068,130,9,53
27026,947,2,420
28672,953,1,410
39417,251,10,27
28281,971,6,418
49442,769,12,252
29091,728,1,318
39328,292,1,54
49219,617,7,182
19610,826,2,363
2079,60,4,18
30850,579,4,204
47751,485,2,137
21590,943,6,400
31951,96,10,56
16327,709,2,321
13755,509,12,200
8235,788,8,364
18197,136,4,19
22473,453,1,206
3031,38,7,3
42282,590,6,199
42863,215,12,8
15287,638,6,264
39679,470,11,137
45463,444,3,139
33230,413,10,127
20037,303,7,85
28052,53,6,42
4340,314,10,124
41644,270,10,4
49664,657,9,198
46203,358,3,85
2141,637,3,319
26425,459,4,146
20281,199,3,48
43049,641,4,227
21425,247,6,61
35806,652,1,256
33113,638,2,242
5270,662,10,307
43814,42,6,81
5683,676,12,301
40884,346,6,74
30809,173,12,2
35552,638,1,251
4786,165,6,60
22650,271,11,55
29706,321,12,69
10190,89,9,7
39196,562,8,174
40449,112,10,76
40661,668,5,241
30709,905,4,366
46429,182,6,4
15892,100,11,7
10643,847,12,353
10943,607,5,264
44240,82,6,58
46760,631,10,184
22042,455,11,161
44894,67,3,66
7869,464,7,186
41437,939,8,359
45306,93,5,84
43833,845,5,325
21918,723,12,275
29379,561,4,201
43939,176,10,28
26274,506,5,195
18696,285,12,57
3962,275,10,105
14851,58,11,40
46747,74,8,85
6296,47,5,5
15745,933,9,395
6730,956,12,425
14921,137,1,29
33894,389,7,102
6602,228,5,85
18575,606,4,258
20023,596,3,249
46349,868,12,299
16997,887,10,375
18750,631,7,251
42979,577,12,129
23837,335,2,119
15997,412,5,175
40439,960,2,397
24067,463,7,166
46039,687,6,229
21923,771,10,314
9876,884,7,394
3887,278,12,103
43422,966,9,363
37854,667,2,266
37948,901,9,348
3841,217,7,88
29756,718,2,297
7040,647,10,300
11304,464,2,195
31341,589,4,224
5758,601,2,284
18010,624,1,269
32658,760,6,304
38782,927,10,361
2375,668,11,314
34949,636,5,236
23092,324,12,64
1490,358,3,164
4729,548,11,247
6974,73,1,15
20680,131,9,16
19324,703,8,299
32334,947,6,393
22398,438,6,158
35650,993,12,388
22292,324,4,104
36755,457,2,143
39353,675,12,224
4159,104,4,19
33626,543,2,217
30351,271,7,65
38298,747,9,255
18065,145,2,35
22638,629,9,237
2073,923,9,432
47511,424,8,84
19771,323,1,115
36461,923,5,347
43330,47,10,93
30320,867,11,344
5340,285,4,107
35924,71,7,64
17184,674,11,278
41734,663,8,215
3580,877,10,399
41025,530,11,149
29967,226,8,25
3159,593,2,276
49940,894,3,336
14900,530,10,208
12440,663,10,256
15678,572,7,234
48204,220,4,12
13021,630,6,277
7772,842,8,390
2627,303,8,113
45432,376,7,79
9219,66,12,2
24464,156,2,25
31232,149,2,1
43481,214,3,18
9488,648,4,301
35949,383,1,115
45362,451,5,131
40932,88,7,62
19981,477,12,152
1901,559,10,233
23444,354,11,104
43058,545,5,154
19061,577,7,224
3881,928,5,448
30863,35,11,73
46826,955,10,361
6622,475,8,221
2378,529,7,225
18632,228,1,72
29311,177,11,10
6650,356,1,161
46201,758,12,266
43224,980,5,385
8036,260,2,98
40255,77,9,79
23499,835,2,354
38016,324,12,49
5603,364,9,167
28773,661,10,236
20937,748,2,325
13632,33,4,43
31607,378,3,98
27337,396,6,114
1220,262,4,130
47994,164,9,30
5818,910,9,411
8349,434,10,182
6618,413,9,157
28464,857,3,353
43624,634,3,205
38344,748,4,274
19255,377,9,127
25299,952,6,408
48975,595,9,181
2462,177,8,57
16905,693,7,313
25920,37,5,45
17252,747,9,305
42004,850,4,323
41581,580,4,186
35836,587,8,208
6753,366,4,170
41005,77,7,70
15175,174,4,54
7191,586,11,257
18898,506,1,210
19982,872,10,366
15622,550,9,193
2001,506,4,233
48645,170,3,23
44000,378,3,98
24283,387,9,110
22435,639,8,251
28223,66,10,48
38244,226,7,18
31024,894,7,367
31734,469,4,160
1515,502,3,216
46246,966,12,348
2191,871,4,421
33264,943,6,388
44628,659,12,218
47216,716,4,270
7297,589,4,260
28856,162,2,10
9334,419,7,166
25162,116,6,25
7008,66,2,11
8987,210,5,64
31966,159,6,2
4332,634,5,318
1787,250,4,98
39990,958,11,376
10873,359,11,122
18006,944,9,416
21225,510,3,201
37444,68,11,91
36340,918,2,374
40683,643,9,205
6033,472,8,202
8788,335,9,126
16689,341,10,110
45220,106,11,78
22598,913,3,402
38480,493,1,160
30703,301,11,58
1066,858,1,414
49623,783,3,276
46246,93,4,59
8533,472,2,206
16103,66,8,34
5616,607,12,238
47045,115,3,39
39498,957,4,379
44492,50,6,89
12772,553,10,212
24849,36,6,45
13940,231,2,81
17932,679,6,290
30769,254,4,50
25648,411,5,148
48411,373,7,55
33966,324,7,72
28777,618,6,216
33567,569,10,194
18174,584,6,236
43598,559,6,173
14798,608,4,256
18558,944,3,418
45237,528,1,184
1178,731,3,342
21470,414,3,146
18118,450,9,177
23616,704,3,281
1798,805,8,388
8601,581,8,247
26363,876,3,379
3795,196,10,62
32926,425,10,120
46264,320,12,26
38356,464,6,146
8297,758,12,317
4084,146,8,35
31329,368,8,99
12110,40,10,43
1731,730,10,337
2129,720,9,329
29022,863,9,361
2605,439,8,196
12970,171,7,47
44705,179,10,12
45130,878,3,341
30265,499,7,169
33330,462,4,149
3933,115,2,38
16187,371,8,131
26791,94,2,18
25900,897,1,385
6074,613,12,247
47805,659,12,192
27426,378,5,114
40867,152,10,26
1893,419,9,171
35158,158,5,4
20773,265,11,55
5239,310,2,132
21863,131,10,13
4432,734,4,372
36139,189,8,10
2515,618,7,268
32670,650,5,261
49674,629,4,201
40094,259,5,36
15605,356,7,125
6586,157,5,37
36685,613,8,207
49669,255,7,17
32186,667,7,255
27928,813,9,331
33728,22,8,62
18551,590,12,227
22493,135,8,8
21711,491,6,181
21039,150,7,10
37561,953,8,380
10947,917,5,422
33335,502,10,149
16859,420,2,162
24122,220,7,38
2577,311,10,131
43256,361,3,89
29350,629,10,221
42932,235,11,5
34798,655,8,240
32898,604,6,211
16881,385,11,118
11785,909,4,429
7691,661,2,323
18297,488,7,198
7358,437,1,194
20581,46,7,31
2462,696,10,318
16511,474,10,186
11570,937,7,424
49665,599,10,173
45414,33,3,88
16474,117,4,10
8037,298,12,116
29129,959,4,406
43267,509,4,157
14386,980,9,422
7221,902,6,427
24474,778,10,305
41537,643,9,211
48124,226,12,11
22045,883,4,375
26783,865,7,354
41157,252,12,11
5922,592,10,263
47407,616,12,166
23706,714,12,265
43771,258,9,14
33479,269,10,38
6178,602,3,291
31022,759,3,295
16240,616,6,269
27220,325,8,75
37736,927,1,365
3716,482,4,229
17574,802,8,347
47279,932,6,361
18719,821,2,355
9181,255,8,84
46763,310,1,73
45066,58,12,86
21213,737,1,316
7380,202,7,73
1615,718,10,343
1463,664,3,314
32973,49,12,81
10158,407,12,155
21651,786,8,329
4158,162,9,49
21008,634,8,253
47202,438,1,108
5938,93,1,24
39185,74,6,65
23388,981,12,409
9881,767,1,368
6603,591,8,244
35980,43,6,68
23504,41,5,32
17766,447,6,140
29386,51,4,48
12695,882,1,424
18796,358,7,112
43543,966,10,356
15559,534,9,213
39914,531,4,183
34139,89,4,33
39333,691,9,233
9802,917,4,419
9307,107,10,11
41205,896,4,339
34214,590,8,218
35159,783,11,294
12516,238,4,83
30086,732,9,282
49222,608,11,178
31480,786,8,293
45659,778,5,284
48766,289,9,16
39737,838,8,312
10265,670,10,281
49629,97,4,61
6454,611,4,299
36918,29,1,71
27181,487,4,178
16386,355,12,113
40182,655,8,228
38425,205,12,13
44254,565,12,163
25327,140,5,7
22181,611,6,236
48662,737,4,257
22452,584,5,241
39248,687,10,230
41801,293,8,42
34751,429,12,101
22991,377,9,119
42311,666,3,238
10916,960,10,422
11143,117,4,33
26855,260,1,66
16581,576,11,205
2907,730,5,339
30424,822,4,336
24308,967,6,408
42984,133,6,46
42505,506,10,137
47525,808,6,300
37942,260,3,52
27957,175,7,14
26464,371,3,136
49476,63,6,99
24649,611,10,236
43065,331,1,77
28125,157,8,7
35758,682,7,243
6596,963,12,422
17374,455,9,179
4775,773,3,361
28388,162,12,0
22029,842,8,357
19445,318,2,88
49474,581,9,162
15645,281,1,97
32105,531,12,162
14668,692,10,288
16960,81,7,8
12357,586,10,223
38203,442,1,122
16804,415,6,155
15626,903,1,405
29132,50,4,54
8951,349,7,137
7449,968,2,463
20065,821,3,366
36967,188,4,12
40536,285,6,35
10130,327,12,107
24824,478,9,167
42401,204,4,0
37993,353,6,96
32875,534,12,173
7054,460,7,197
35273,692,4,268
42821,410,6,103
49517,791,3,281
11832,954,5,419
30670,579,12,185
23852,273,12,54
24620,605,11,210
29307,354,10,88
48551,419,4,119
2551,185,7,54
48922,279,6,36
28812,23,7,68
14799,907,6,414
27312,138,12,10
40620,942,2,388
2449,489,7,244
25426,489,8,177
36427,804,7,304
41277,512,4,158
32551,757,4,320
25277,883,12,345
36489,519,5,148
46212,89,9,92
10637,713,5,325
44258,884,2,354
36693,795,5,318
10824,389,3,146
27950,200,10,19
24488,24,8,54
40008,216,10,10
1215,66,10,11
41067,989,2,397
12523,571,11,238
11364,653,4,287
4153,666,5,295
24834,159,12,6
35474,881,4,355
44066,684,5,237
35335,559,10,182
11400,446,11,163
11345,608,4,260
34896,706,3,261
20894,580,1,246
29899,873,4,364
41635,329,9,59
29229,293,1,69
6583,558,7,249
5897,859,3,410
7001,409,8,166
44881,478,6,129
5567,752,1,377
10271,653,10,270
48116,380,5,74
12703,88,12,19
14329,602,8,245
36509,681,11,235
7256,718,3,350
1228,450,12,176
25746,904,12,379
17678,777,4,350
38052,727,7,254
47032,51,11,88
47158,998,6,388
24185,640,7,232
34686,884,9,345
12445,532,9,228
34266,201,2,18
3809,705,3,331
38729,700,4,259
42785,267,6,50
37547,639,5,216
43818,901,6,327
35886,316,11,53
7391,795,8,365
1145,947,2,460
14929,49,6,29
25326,321,9,77
30991,495,5,170
48685,892,1,340
38333,967,8,375
17576,371,4,113
40405,501,8,141
29464,336,4,95
9243,756,11,342
32601,416,8,133
3410,108,9,19
2820,253,5,107
36289,187,5,15
39650,762,2,306
35635,145,9,32
8465,592,11,252
33439,139,4,2
28314,447,3,168
45229,209,2,16
20583,652,3,280
28155,447,4,155
39871,579,9,180
13197,221,6,70
30511,78,10,34
16424,716,5,321
49821,242,9,1
1240,511,8,219
5631,30,6,13
10599,812,3,372
45462,720,7,234
25658,531,10,186
38845,833,6,321
33574,329,12,61
37536,768,11,275
42910,53,8,73
8995,359,12,121
26186,666,6,262
30245,500,11,165
23813,593,10,221
14276,844,4,400
20989,758,10,322
13746,112,12,16
45243,647,7,214
19557,863,7,358
29060,152,11,16
7568,863,8,390
36369,438,2,140
20041,487,11,181
7080,824,6,376
14854,463,3,199
3159,724,8,329
28025,931,4,406
42081,49,4,79
5368,988,2,473
35085,317,6,58
28094,80,6,41
47040,477,1,142
2230,992,12,440
18517,323,8,97
24991,977,3,453
2301,359,1,178
29610,880,10,352
16927,467,1,184
35678,972,1,416
25466,855,5,368
15904,321,5,134
41875,900,1,350
27081,559,5,196
25354,504,7,192
28761,96,5,10
19300,652,9,250
30491,534,4,181
36525,568,9,191
27532,963,12,393
7464,678,8,295
17562,111,1,28
42856,870,4,346
48892,804,7,287
48028,485,1,153
43511,485,12,90
9683,908,8,398
33634,618,11,212
1060,59,2,20
10269,709,8,326
24065,348,11,89
3895,304,4,125
16323,966,8,433
13352,573,1,261
45643,816,12,290
39591,85,5,66
31890,655,9,223
33016,676,7,247
12962,651,3,289
34302,128,4,4
20846,434,10,152
5011,111,7,27
20782,387,6,141
3155,839,4,396
40725,442,3,147
10196,591,11,255
44459,881,2,352
22709,758,10,319
14327,259,12,55
36474,454,9,116
33769,231,3,56
42993,419,7,100
25700,629,1,264
15820,545,8,217
11891,749,1,342
35629,487,12,157
6269,189,2,65
44880,838,1,321
49467,811,4,284
9320,894,2,441
11740,229,1,88
36897,275,1,55
31930,702,2,277
18285,92,6,17
15380,166,2,42
12360,359,12,138
6398,336,12,108
6529,637,11,277
30062,625,2,244
37686,594,8,182
18451,173,5,35
7937,274,8,101
40886,370,12,79
11860,566,12,237
26142,854,8,363
26279,331,12,77
39106,827,2,307
46240,784,7,282
36908,688,9,243
41764,153,12,50
49257,967,8,368
15201,148,9,3
41544,455,8,125
38711,299,4,48
46654,377,10,59
9997,949,7,433
41566,902,9,347
21175,271,9,57
41860,154,4,18
4225,862,7,407
45578,542,6,146
48682,823,12,299
36228,679,12,216
42505,338,3,55
47688,99,10,67
24110,210,6,45
11754,472,8,200
27655,363,2,111
44601,49,12,94
4114,433,3,201
27502,890,8,360
49128,387,4,99
21028,760,4,341
18587,615,2,261
43719,521,11,144
36333,681,10,248
4174,892,12,402
36398,720,1,285
36929,40,7,66
5321,568,4,260
31435,265,6,62
46972,302,8,26
8099,633,11,269
24760,950,7,386
12360,825,7,380
11313,251,6,91
47270,335,11,31
21462,857,4,384
6801,819,4,384
15130,355,9,140
15271,995,11,445
17075,430,5,175
37919,264,9,31
42679,406,11,75
19984,708,12,281
23559,744,9,301
13861,377,4,157
34434,633,2,253
17667,817,2,357
6840,41,9,22
4565,38,9,14
44194,306,3,40
21977,295,5,116
22118,678,5,270
23641,917,2,421
8366,571,2,261
27636,698,10,254
16630,622,12,260
21056,91,1,12
8382,384,2,171
17149,969,11,425
49639,814,7,285
47041,354,1,75
1992,671,1,305
7858,770,9,344
3121,609,2,284
28160,218,11,18
46156,36,4,90
21906,237,11,44
20572,760,3,337
5136,871,11,388
17727,669,4,297
33167,166,11,4
46421,229,11,12
16479,689,7,299
32376,433,10,125
5823,684,2,341
5920,875,2,410
20585,349,9,133
39239,914,6,356
18272,981,11,416
27619,889,7,366
10533,371,5,139
40895,182,5,6
4720,838,4,378
20267,120,8,4
16696,346,7,112
30968,346,10,63
24345,174,2,34
26693,29,2,38
20385,372,6,119
19122,958,12,410
2364,202,11,72
3708,474,1,220
13982,665,7,276
18308,25,8,48
33919,352,10,78
26161,963,8,404
36089,352,3,97
14865,277,7,91
1495,230,1,123
45755,70,11,82
3148,464,3,217
34324,678,6,231
14393,396,9,154
2552,659,5,314
36853,505,5,177
33924,789,9,320
9926,70,12,35
31851,173,9,10
24889,601,6,219
40930,807,5,325
9055,810,10,351
5654,329,2,126
23634,418,11,119
33363,153,8,20
12468,239,12,66
33922,182,8,15
41718,990,7,397
49091,667,8,206
18380,588,3,259
27870,521,3,197
38394,965,2,390
15259,708,1,311
15873,134,3,26
14016,518,3,200
43137,491,7,140
1153,168,12,34
8853,260,10,88
13379,142,9,30
16792,823,12,344
39367,858,1,364
19100,88,8,21
48553,845,1,321
12049,82,3,2
1786,752,4,361
5368,35,11,23
31699,409,8,116
48691,609,1,193
38040,653,12,204
28454,967,2,408
39762,277,11,49
24600,236,5,43
30238,498,6,164
26241,133,5,21
20810,901,3,405
21167,992,10,427
22811,399,7,130
40779,677,12,245
21085,996,1,480
47854,256,2,23
10261,495,11,206
19733,991,12,433
40779,950,9,361
30079,617,4,252
34980,698,8,248
15141,148,9,25
10344,529,7,232
40472,184,1,4
16896,296,5,112
24817,276,6,53
30813,151,11,18
19895,589,8,231
1143,276,10,99
11681,160,8,22
8367,705,12,305
4228,706,9,311
5582,228,9,68
14147,735,4,313
12397,538,6,231
39799,70,3,61
38011,522,1,176
14647,278,6,87
28718,197,1,60
45264,941,9,340
43317,562,11,151
48914,375,6,65
20097,337,1,131
37953,685,11,217
46254,982,3,390
41096,383,1,101
18107,74,2,6
4010,175,6,65
6555,63,7,3
1067,612,1,310
29412,697,10,266
45953,561,5,168
35305,341,6,71
12549,667,4,311
6680,33,6,38
26739,376,5,128
22209,502,11,184
42515,637,7,197
23432,378,4,123
16116,337,1,124
21045,94,2,7
27327,978,6,412
36709,610,10,176
44617,213,11,7
27905,382,2,122
8067,115,5,34
33559,59,12,63
43919,787,4,296
18985,416,7,149
28369,126,4,4
18864,36,7,40
23614,546,11,171
48894,948,8,335
16613,803,7,346
7447,518,2,237
6499,544,11,211
40041,778,1,299
32315,745,5,290
2299,682,12,278
40469,823,7,318
5994,62,12,17
30878,965,1,419
16627,645,11,252
8489,861,8,400
27111,612,3,238
33355,369,7,100
9269,672,3,298
3831,49,4,8
45370,460,8,121
12819,561,2,242
25813,474,6,166
22637,797,10,326
2996,630,9,284
45387,981,10,375
4089,113,9,1
34291,742,5,282
21659,314,3,97
46178,568,6,168
31429,918,12,357
16732,108,9,2
20506,949,6,422
41935,522,4,169
6190,786,12,338
5575,233,11,77
41495,441,5,110
49146,545,7,136
35565,211,10,22
35899,826,3,316
24706,713,12,282
48668,661,9,209
23884,243,1,69
18199,574,8,247
45100,712,5,258
40434,406,10,90
13479,700,9,308
35178,795,2,334
13665,493,1,198
1534,627,10,279
27292,222,7,25
37132,466,10,109
37110,852,12,308
23469,866,11,358
47233,919,9,344
38268,87,5,53
2172,111,11,11
28914,797,4,326
21901,862,4,367
41775,197,12,20
35409,682,8,246
20324,848,1,385
9738,578,1,275
38494,22,8,81
45557,122,2,32
25054,292,10,59
30709,553,6,197
44785,135,2,24
21107,878,5,384
1363,931,3,472
11358,483,7,203
37077,123,9,47
4240,278,2,136
7665,327,7,143
46689,386,8,88
2936,948,10,443
47736,829,8,296
26538,661,7,254
44965,826,12,280
12998,321,4,125
1882,579,4,266
21224,46,10,38
40691,527,9,143
47476,546,12,138
31825,794,10,323
6204,384,9,152
29885,972,5,388
41056,317,7,35
4203,796,7,369
3244,380,9,151
33786,665,12,240
4083,523,7,245
22584,972,8,419
9521,607,7,268
34541,49,11,79
30063,458,4,151
5732,359,12,126
28518,145,2,1
40563,615,3,212
40752,585,7,179
30697,385,11,88
3567,814,11,369
17121,871,9,395
2674,462,11,205
11875,282,2,105
45340,955,7,364
